video,split
Jui_9_parte-7,train
Jui_9_parte-8,test
Jui_9_parte-9,train
Lam_1_parte-1,train
Lam_1_parte-2,train
Lam_1_parte-3,train
Lam_1_parte-4,train
Lam_1_parte-5,train
Lam_1_parte-6,train
Lam_1_parte-7,train
Lam_2_parte-1,train
Lam_2_parte-2,train
Lam_2_parte-3,train
Lam_2_parte-4,train
Lam_2_parte-5,train
Lam_2_parte-6,train
Lam_2_parte-7,train
Lam_3_parte-1,train
Lam_3_parte-10,dev
Lam_3_parte-2,dev
Lam_3_parte-3,test
Lam_3_parte-4,train
Lam_3_parte-5,train
Lam_3_parte-6,dev
Lam_3_parte-7,train
Lam_3_parte-8,dev
Lam_3_parte-9,train
Lam_4_parte-1,test
Lam_4_parte-2,train
Lam_4_parte-3,dev
Lam_4_parte-4,train
Lam_4_parte-5,train
Lam_4_parte-6,train
Lam_5_parte-1,test
Lam_5_parte-2,train
Lam_5_parte-3,train
Lam_5_parte-4,train
Lev_10_parte-1,train
Lev_10_parte-2,train
Lev_10_parte-3,dev
Lev_10_parte-4,train
Lev_11_parte-1,train
Lev_11_parte-2,train
Lev_11_parte-3,train
Lev_11_parte-4,train
Lev_11_parte-5,train
Lev_11_parte-6,train
Lev_11_parte-7,train
Lev_11_parte-8,train
Lev_11_parte-9,test
Lev_12_parte-1,train
Lev_12_parte-2,test
Lev_13_parte-1,test
Lev_13_parte-2,test
Lev_13_parte-3,dev
Lev_13_parte-4,train
Lev_13_parte-5,dev
Lev_13_parte-6,train
Lev_13_parte-7,train
Lev_13_parte-8,train
Lev_14_parte-1,train
Lev_14_parte-10,train
Lev_14_parte-2,train
Lev_14_parte-3,dev
Lev_14_parte-4,train
Lev_14_parte-5,test
Lev_14_parte-6,train
Lev_14_parte-7,train
Lev_14_parte-8,train
Lev_14_parte-9,train
Lev_15_parte-1,train
Lev_15_parte-2,train
Lev_15_parte-3,train
Lev_15_parte-4,train
Lev_15_parte-5,dev
Lev_15_parte-6,test
Lev_16_parte-1,dev
Lev_16_parte-2,train
Lev_16_parte-3,train
Lev_16_parte-4,train
Lev_16_parte-5,train
Lev_16_parte-6,train
Lev_16_parte-7,test
Lev_16_parte-8,train
Lev_16_parte-9,train
Lev_17_parte-1,dev
Lev_17_parte-2,dev
Lev_17_parte-3,train
Lev_18_parte-1,train
Lev_18_parte-2,train
Lev_18_parte-3,train
Lev_18_parte-4,train
Lev_18_parte-5,train
Lev_18_parte-6,train
Lev_19_parte-1,train
Lev_19_parte-2,dev
Lev_19_parte-3,train
Lev_19_parte-4,train
Lev_19_parte-5,train
Lev_19_parte-6,train
Lev_19_parte-7,train
Lev_19_parte-8,train
Lev_1_parte-1,train
Lev_1_parte-2,train
Lev_1_parte-3,test
Lev_1_parte-4,train
Lev_20_parte-1,train
Lev_20_parte-2,train
Lev_20_parte-3,train
Lev_20_parte-4,train
Lev_20_parte-5,train
Lev_21_parte-1,train
Lev_21_parte-2,train
Lev_21_parte-3,dev
Lev_22_parte-1,train
Lev_22_parte-2,train
Lev_22_parte-3,train
Lev_22_parte-4,dev
Lev_22_parte-5,train
Lev_22_parte-6,train
Lev_22_parte-7,test
Lev_23_parte-1,train
Lev_23_parte-10,dev
Lev_23_parte-11,train
Lev_23_parte-2,train
Lev_23_parte-3,train
Lev_23_parte-4,train
Lev_23_parte-5,train
Lev_23_parte-6,train
Lev_23_parte-7,train
Lev_23_parte-8,train
Lev_23_parte-9,train
Lev_24_parte-1,train
Lev_24_parte-2,test
Lev_24_parte-3,train
Lev_24_parte-4,train
Lev_24_parte-5,train
Lev_25_parte-1,train
Lev_25_parte-10,train
Lev_25_parte-11,train
Lev_25_parte-12,test
Lev_25_parte-13,train
Lev_25_parte-2,test
Lev_25_parte-3,train
Lev_25_parte-4,train
Lev_25_parte-5,train
Lev_25_parte-6,train
Lev_25_parte-7,train
Lev_25_parte-8,dev
Lev_25_parte-9,train
Lev_26_parte-1,train
Lev_26_parte-2,test
Lev_26_parte-3,dev
Lev_26_parte-4,train
Lev_26_parte-5,train
Lev_26_parte-6,train
Lev_26_parte-7,train
Lev_26_parte-8,train
Lev_27_parte-1,train
Lev_27_parte-2,train
Lev_27_parte-3,train
Lev_27_parte-4,train
Lev_27_parte-5,train
Lev_27_parte-6,train
Lev_27_parte-7,train
Lev_2_parte-1,test
Lev_2_parte-2,train
Lev_2_parte-3,train
Lev_3_parte-1,train
Lev_3_parte-2,train
Lev_3_parte-3,train
Lev_4_parte-1,train
Lev_4_parte-2,train
Lev_4_parte-3,train
Lev_4_parte-4,train
Lev_4_parte-5,train
Lev_4_parte-6,train
Lev_5_parte-1,train
Lev_5_parte-2,train
Lev_5_parte-3,train
Lev_5_parte-4,dev
Lev_5_parte-5,train
Lev_6_parte-1,train
Lev_6_parte-2,train
Lev_6_parte-3,train
Lev_6_parte-4,test
Lev_6_parte-5,dev
Lev_7_parte-1,train
Lev_7_parte-2,train
Lev_7_parte-3,train
Lev_7_parte-4,train
Lev_7_parte-5,dev
Lev_7_parte-6,train
Lev_7_parte-7,train
Lev_8_parte-1,train
Lev_8_parte-2,train
Lev_8_parte-3,train
Lev_8_parte-4,train
Lev_8_parte-5,train
Lev_8_parte-6,train
Lev_8_parte-7,test
Lev_8_parte-8,train
Lev_9_parte-1,train
Lev_9_parte-2,train
Lev_9_parte-3,test
Lev_9_parte-4,train
Lev_9_parte-5,train
Lev_9_parte-6,test
Luc_10_parte-1,train
Luc_10_parte-2,dev
Luc_10_parte-3,train
Luc_10_parte-4,train
Luc_10_parte-5,train
Luc_10_parte-6,train
Luc_10_parte-7,train
Luc_10_parte-8,train
Luc_11_parte-1,train
Luc_11_parte-10,train
Luc_11_parte-11,train
Luc_11_parte-12,train
Luc_11_parte-13,train
Luc_11_parte-2,train
Luc_11_parte-3,train
Luc_11_parte-4,train
Luc_11_parte-5,test
Luc_11_parte-6,train
Luc_11_parte-7,train
Luc_11_parte-8,train
Luc_11_parte-9,train
Luc_12_parte-1,train
Luc_12_parte-10,train
Luc_12_parte-11,train
Luc_12_parte-12,train
Luc_12_parte-13,train
Luc_12_parte-2,test
Luc_12_parte-3,train
Luc_12_parte-4,train
Luc_12_parte-5,train
Luc_12_parte-6,train
Luc_12_parte-7,train
Luc_12_parte-8,train
Luc_12_parte-9,train
Luc_13_parte-1,dev
Luc_13_parte-2,train
Luc_13_parte-3,train
Luc_13_parte-4,train
Luc_13_parte-5,train
Luc_13_parte-6,train
Luc_14_parte-1,train
Luc_14_parte-2,train
Luc_14_parte-3,train
Luc_14_parte-4,train
Luc_14_parte-5,train
Luc_14_parte-6,test
Luc_14_parte-7,train
Luc_14_parte-8,train
Luc_15_parte-1,train
Luc_15_parte-2,train
Luc_15_parte-3,train
Luc_15_parte-4,train
Luc_16_parte-1,train
Luc_16_parte-2,train
Luc_16_parte-3,train
Luc_16_parte-4,train
Luc_16_parte-5,train
Luc_17_parte-1,train
Luc_17_parte-2,dev
Luc_17_parte-3,train
Luc_17_parte-4,train
Luc_17_parte-5,train
Luc_17_parte-6,train
Luc_17_parte-7,train
Luc_17_parte-8,train
Luc_18_parte-1,train
Luc_18_parte-2,train
Luc_18_parte-3,train
Luc_18_parte-4,train
Luc_18_parte-5,train
Luc_18_parte-6,train
Luc_18_parte-7,train
Luc_19_parte-1,train
Luc_19_parte-2,train
Luc_19_parte-3,train
Luc_19_parte-4,train
Luc_19_parte-5,train
Luc_1_parte-1,train
Luc_1_parte-2,train
Luc_1_parte-3,train
Luc_1_parte-4,train
Luc_1_parte-5,train
Luc_1_parte-6,train
Luc_1_parte-7,train
Luc_1_parte-8,train
Luc_1_parte-9,train
Luc_20_parte-1,train
Luc_20_parte-2,train
Luc_20_parte-3,train
Luc_20_parte-4,test
Luc_20_parte-5,train
Luc_20_parte-6,train
Luc_20_parte-7,dev
Luc_21_parte-1,train
Luc_21_parte-2,test
Luc_21_parte-3,train
Luc_21_parte-4,train
Luc_21_parte-5,train
Luc_21_parte-6,train
Luc_21_parte-7,train
Luc_21_parte-8,train
Luc_22_parte-1,test
Luc_22_parte-10,train
Luc_22_parte-11,dev
Luc_22_parte-12,train
Luc_22_parte-13,train
Luc_22_parte-2,train
Luc_22_parte-3,train
Luc_22_parte-4,train
Luc_22_parte-5,test
Luc_22_parte-6,train
Luc_22_parte-7,train
Luc_22_parte-8,train
Luc_22_parte-9,dev
Luc_23_parte-1,train
Luc_23_parte-2,train
Luc_23_parte-3,train
Luc_23_parte-4,train
Luc_23_parte-5,test
Luc_23_parte-6,train
Luc_23_parte-7,train
Luc_23_parte-8,train
Luc_24_parte-1,train
Luc_24_parte-2,train
Luc_24_parte-3,train
Luc_24_parte-4,train
Luc_24_parte-5,train
Luc_2_parte-1,train
Luc_2_parte-2,train
Luc_2_parte-3,dev
Luc_2_parte-4,train
Luc_2_parte-5,train
Luc_2_parte-6,train
Luc_2_parte-7,dev
Luc_3_parte-1,train
Luc_3_parte-2,train
Luc_3_parte-3,train
Luc_3_parte-4,train
Luc_3_parte-5,dev
Luc_4_parte-1,train
Luc_4_parte-2,train
Luc_4_parte-3,train
Luc_4_parte-4,train
Luc_4_parte-5,test
Luc_5_parte-1,test
Luc_5_parte-2,train
Luc_5_parte-3,train
Luc_5_parte-4,train
Luc_5_parte-5,train
Luc_5_parte-6,train
Luc_6_parte-1,dev
Luc_6_parte-10,train
Luc_6_parte-2,train
Luc_6_parte-3,test
Luc_6_parte-4,dev
Luc_6_parte-5,dev
Luc_6_parte-6,test
Luc_6_parte-7,train
Luc_6_parte-8,train
Luc_6_parte-9,train
Luc_7_parte-1,test
Luc_7_parte-2,train
Luc_7_parte-3,train
Luc_7_parte-4,dev
Luc_7_parte-5,train
Luc_7_parte-6,train
Luc_7_parte-7,train
Luc_8_parte-1,train
Luc_8_parte-2,train
Luc_8_parte-3,train
Luc_8_parte-4,train
Luc_8_parte-5,test
Luc_8_parte-6,train
Luc_8_parte-7,train
Luc_8_parte-8,train
Luc_8_parte-9,train
Luc_9_parte-1,dev
Luc_9_parte-10,train
Luc_9_parte-11,dev
Luc_9_parte-2,dev
Luc_9_parte-3,train
Luc_9_parte-4,test
Luc_9_parte-5,train
Luc_9_parte-6,train
Luc_9_parte-7,train
Luc_9_parte-8,train
Luc_9_parte-9,train
Mal_1_parte-1,train
Mal_1_parte-2,train
Mal_1_parte-3,dev
Mal_1_parte-4,train
Mal_2_parte-1,train
Mal_2_parte-2,test
Mal_2_parte-3,train
Mal_2_parte-4,train
Mal_2_parte-5,train
Mal_2_parte-6,train
Mal_2_parte-7,dev
Mal_3_parte-1,train
Mal_3_parte-2,train
Mal_3_parte-3,test
Mal_3_parte-4,train
Mal_3_parte-5,train
Mal_3_parte-6,dev
Mal_3_parte-7,train
Mal_3_parte-8,train
Mal_4_parte-1,dev
Mal_4_parte-2,test
Mar_10_parte-1,train
Mar_10_parte-10,train
Mar_10_parte-11,test
Mar_10_parte-12,train
Mar_10_parte-2,train
Mar_10_parte-3,train
Mar_10_parte-4,train
Mar_10_parte-5,train
Mar_10_parte-6,test
Mar_10_parte-7,train
Mar_10_parte-8,train
Mar_10_parte-9,train
Mar_11_parte-1,train
Mar_11_parte-2,train
Mar_11_parte-3,train
Mar_11_parte-4,train
Mar_11_parte-5,train
Mar_11_parte-6,train
Mar_11_parte-7,train
Mar_11_parte-8,train
Mar_12_parte-1,train
Mar_12_parte-10,train
Mar_12_parte-11,train
Mar_12_parte-12,test
Mar_12_parte-13,dev
Mar_12_parte-2,train
Mar_12_parte-3,train
Mar_12_parte-4,dev
Mar_12_parte-5,dev
Mar_12_parte-6,train
Mar_12_parte-7,train
Mar_12_parte-8,train
Mar_12_parte-9,test
Mar_13_parte-1,train
Mar_13_parte-10,train
Mar_13_parte-11,train
Mar_13_parte-12,train
Mar_13_parte-13,train
Mar_13_parte-14,train
Mar_13_parte-2,train
Mar_13_parte-3,train
Mar_13_parte-4,train
Mar_13_parte-5,train
Mar_13_parte-6,train
Mar_13_parte-7,test
Mar_13_parte-8,train
Mar_13_parte-9,train
Mar_14_parte-1,test
Mar_14_parte-10,train
Mar_14_parte-11,train
Mar_14_parte-12,dev
Mar_14_parte-13,train
Mar_14_parte-14,test
Mar_14_parte-15,train
Mar_14_parte-16,train
Mar_14_parte-17,train
Mar_14_parte-18,train
Mar_14_parte-19,train
Mar_14_parte-2,train
Mar_14_parte-3,dev
Mar_14_parte-4,train
Mar_14_parte-5,train
Mar_14_parte-6,train
Mar_14_parte-7,train
Mar_14_parte-8,train
Mar_14_parte-9,train
Mar_15_parte-1,dev
Mar_15_parte-10,train
Mar_15_parte-2,test
Mar_15_parte-3,train
Mar_15_parte-4,dev
Mar_15_parte-5,train
Mar_15_parte-6,test
Mar_15_parte-7,train
Mar_15_parte-8,train
Mar_15_parte-9,train
Mar_16_parte-1,train
Mar_16_parte-2,dev
Mar_1_parte-1,train
Mar_1_parte-10,dev
Mar_1_parte-11,train
Mar_1_parte-2,train
Mar_1_parte-3,train
Mar_1_parte-4,train
Mar_1_parte-5,dev
Mar_1_parte-6,test
Mar_1_parte-7,train
Mar_1_parte-8,test
Mar_1_parte-9,train
Mar_2_parte-1,train
Mar_2_parte-2,train
Mar_2_parte-3,train
Mar_2_parte-4,train
Mar_2_parte-5,train
Mar_2_parte-6,test
Mar_3_parte-1,train
Mar_3_parte-2,train
Mar_3_parte-3,train
Mar_3_parte-4,train
Mar_3_parte-5,train
Mar_3_parte-6,train
Mar_3_parte-7,train
Mar_3_parte-8,train
Mar_4_parte-1,train
Mar_4_parte-2,train
Mar_4_parte-3,train
Mar_4_parte-4,dev
Mar_4_parte-5,dev
Mar_4_parte-6,train
Mar_4_parte-7,train
Mar_4_parte-8,train
Mar_4_parte-9,dev
Mar_5_parte-1,train
Mar_5_parte-2,test
Mar_5_parte-3,dev
Mar_5_parte-4,test
Mar_5_parte-5,train
Mar_5_parte-6,train
Mar_5_parte-7,train
Mar_5_parte-8,train
Mar_6_parte-1,train
Mar_6_parte-2,train
Mar_6_parte-3,test
Mar_6_parte-4,dev
Mar_6_parte-5,test
Mar_6_parte-6,train
Mar_6_parte-7,train
Mar_6_parte-8,train
Mar_6_parte-9,train
Mar_7_parte-1,train
Mar_7_parte-2,train
Mar_7_parte-3,dev
Mar_7_parte-4,train
Mar_7_parte-5,train
Mar_7_parte-6,dev
Mar_7_parte-7,train
Mar_7_parte-8,test
Mar_8_parte-1,train
Mar_8_parte-10,train
Mar_8_parte-2,test
Mar_8_parte-3,train
Mar_8_parte-4,test
Mar_8_parte-5,train
Mar_8_parte-6,train
Mar_8_parte-7,train
Mar_8_parte-8,train
Mar_8_parte-9,test
Mar_9_parte-1,train
Mar_9_parte-10,train
Mar_9_parte-11,train
Mar_9_parte-2,train
Mar_9_parte-3,train
Mar_9_parte-4,train
Mar_9_parte-5,train
Mar_9_parte-6,train
Mar_9_parte-7,train
Mar_9_parte-8,train
Mar_9_parte-9,train
Mat_10_parte-1,train
Mat_10_parte-10,train
Mat_10_parte-2,train
Mat_10_parte-3,train
Mat_10_parte-4,train
Mat_10_parte-5,train
Mat_10_parte-6,dev
Mat_10_parte-7,train
Mat_10_parte-8,train
Mat_10_parte-9,train
Mat_11_parte-1,train
Mat_11_parte-2,train
Mat_11_parte-3,train
Mat_11_parte-4,dev
Mat_11_parte-5,dev
Mat_11_parte-6,train
Mat_12_parte-1,train
Mat_12_parte-2,dev
Mat_12_parte-3,train
Mat_12_parte-4,train
Mat_12_parte-5,test
Mat_12_parte-6,train
Mat_12_parte-7,train
Mat_13_parte-1,train
Mat_13_parte-2,train
Mat_13_parte-3,train
Mat_13_parte-4,train
Mat_13_parte-5,train
Mat_13_parte-6,dev
Mat_13_parte-7,train
Mat_13_parte-8,train
Mat_13_parte-9,dev
Mat_14_parte-1,train
Mat_14_parte-2,train
Mat_14_parte-3,train
Mat_14_parte-4,train
Mat_15_parte-1,train
Mat_15_parte-2,train
Mat_15_parte-3,train
Mat_15_parte-4,train
Mat_15_parte-5,train
Mat_16_parte-1,train
Mat_16_parte-2,dev
Mat_16_parte-3,train
Mat_16_parte-4,train
Mat_17_parte-1,dev
Mat_17_parte-2,train
Mat_17_parte-3,train
Mat_17_parte-4,train
Mat_18_parte-1,train
Mat_18_parte-2,train
Mat_18_parte-3,dev
Mat_18_parte-4,train
Mat_18_parte-5,train
Mat_18_parte-6,train
Mat_19_parte-1,train
Mat_19_parte-2,train
Mat_19_parte-3,train
Mat_19_parte-4,train
Mat_19_parte-5,train
Mat_19_parte-6,train
Mat_1_parte-1,test
Mat_1_parte-2,train
Mat_1_parte-3,test
Mat_1_parte-4,train
Mat_20_parte-1,train
Mat_20_parte-2,test
Mat_20_parte-3,train
Mat_20_parte-4,train
Mat_20_parte-5,train
Mat_21_parte-1,train
Mat_21_parte-2,train
Mat_21_parte-3,train
Mat_21_parte-4,train
Mat_21_parte-5,train
Mat_21_parte-6,dev
Mat_21_parte-7,train
Mat_21_parte-8,train
Mat_21_parte-9,dev
Mat_22_parte-1,train
Mat_22_parte-2,train
Mat_22_parte-3,train
Mat_22_parte-4,train
Mat_22_parte-5,train
Mat_22_parte-6,test
Mat_23_parte-1,train
Mat_23_parte-2,train
Mat_23_parte-3,train
Mat_23_parte-4,train
Mat_23_parte-5,train
Mat_23_parte-6,train
Mat_23_parte-7,train
Mat_23_parte-8,train
Mat_24_parte-1,train
Mat_24_parte-10,train
Mat_24_parte-2,train
Mat_24_parte-3,train
Mat_24_parte-4,train
Mat_24_parte-5,test
Mat_24_parte-6,train
Mat_24_parte-7,test
Mat_24_parte-8,train
Mat_24_parte-9,dev
Mat_25_parte-1,train
Mat_25_parte-2,train
Mat_25_parte-3,train
Mat_25_parte-4,dev
Mat_25_parte-5,train
Mat_26_parte-1,train
Mat_26_parte-10,train
Mat_26_parte-2,test
Mat_26_parte-3,dev
Mat_26_parte-4,dev
Mat_26_parte-5,dev
Mat_26_parte-6,test
Mat_26_parte-7,test
Mat_26_parte-8,train
Mat_26_parte-9,train
Mat_27_parte-1,train
Mat_27_parte-10,train
Mat_27_parte-11,train
Mat_27_parte-2,train
Mat_27_parte-3,train
Mat_27_parte-4,train
Mat_27_parte-5,test
Mat_27_parte-6,train
Mat_27_parte-7,train
Mat_27_parte-8,train
Mat_27_parte-9,train
Mat_28_parte-1,train
Mat_28_parte-2,train
Mat_28_parte-3,train
Mat_2_parte-1,dev
Mat_2_parte-2,test
Mat_2_parte-3,train
Mat_3_parte-1,dev
Mat_3_parte-2,train
Mat_3_parte-3,train
Mat_4_parte-1,train
Mat_4_parte-2,train
Mat_4_parte-3,train
Mat_4_parte-4,train
Mat_5_parte-1,train
Mat_5_parte-2,train
Mat_5_parte-3,train
Mat_5_parte-4,train
Mat_5_parte-5,train
Mat_5_parte-6,dev
Mat_5_parte-7,train
Mat_5_parte-8,test
Mat_5_parte-9,test
Mat_6_parte-1,train
Mat_6_parte-2,dev
Mat_6_parte-3,train
Mat_6_parte-4,train
Mat_6_parte-5,dev
Mat_6_parte-6,train
Mat_6_parte-7,train
Mat_7_parte-1,train
Mat_7_parte-2,train
Mat_7_parte-3,train
Mat_7_parte-4,test
Mat_7_parte-5,train
Mat_7_parte-6,train
Mat_7_parte-7,dev
Mat_8_parte-1,train
Mat_8_parte-2,test
Mat_8_parte-3,dev
Mat_8_parte-4,train
Mat_8_parte-5,train
Mat_9_parte-1,train
Mat_9_parte-2,train
Mat_9_parte-3,dev
Mat_9_parte-4,train
Mat_9_parte-5,train
Mat_9_parte-6,train
Miq_1_parte-1,test
Miq_1_parte-2,train
Miq_1_parte-3,train
Miq_1_parte-4,train
Miq_1_parte-5,train
Miq_1_parte-6,train
Miq_2_parte-1,train
Miq_2_parte-2,train
Miq_2_parte-3,train
Miq_2_parte-4,train
Miq_3_parte-1,train
Miq_3_parte-2,test
Miq_3_parte-3,dev
Miq_3_parte-4,train
Miq_4_parte-1,train
Miq_4_parte-2,dev
Miq_4_parte-3,train
Miq_4_parte-4,train
Miq_5_parte-1,train
Miq_5_parte-2,train
Miq_5_parte-3,dev
Miq_5_parte-4,test
Miq_6_parte-1,train
Miq_6_parte-2,train
Miq_6_parte-3,train
Miq_6_parte-4,train
Miq_6_parte-5,dev
Miq_6_parte-6,train
Miq_6_parte-7,train
Miq_7_parte-1,train
Miq_7_parte-2,train
Miq_7_parte-3,dev
Miq_7_parte-4,train
Miq_7_parte-5,train
Miq_7_parte-6,train
Miq_7_parte-7,train
Naum_1_parte-1,train
Naum_1_parte-2,dev
Naum_1_parte-3,train
Naum_1_parte-4,train
Naum_1_parte-5,train
Naum_1_parte-6,train
Naum_2_parte-1,train
Naum_2_parte-2,train
Naum_2_parte-3,train
Naum_2_parte-4,train
Naum_2_parte-5,train
Naum_2_parte-6,train
Naum_3_parte-1,train
Naum_3_parte-2,train
Naum_3_parte-3,train
Naum_3_parte-4,train
Naum_3_parte-5,train
Naum_3_parte-6,train
Nee_10_parte-1,dev
Nee_10_parte-2,train
Nee_10_parte-3,train
Nee_10_parte-4,train
Nee_10_parte-5,train
Nee_10_parte-6,train
Nee_11_parte-1,train
Nee_11_parte-2,train
Nee_11_parte-3,train
Nee_11_parte-4,train
Nee_11_parte-5,train
Nee_11_parte-6,train
Nee_12_parte-1,train
Nee_12_parte-2,train
Nee_12_parte-3,train
Nee_12_parte-4,dev
Nee_12_parte-5,train
Nee_12_parte-6,train
Nee_12_parte-7,train
Nee_12_parte-8,dev
Nee_12_parte-9,dev
Nee_13_parte-1,train
Nee_13_parte-2,train
Nee_13_parte-3,train
Nee_13_parte-4,test
Nee_13_parte-5,test
Nee_13_parte-6,train
Nee_1_parte-1,train
Nee_1_parte-2,train
Nee_2_parte-1,train
Nee_2_parte-2,train
Nee_2_parte-3,train
Nee_3_parte-1,train
Nee_3_parte-2,test
Nee_3_parte-3,train
Nee_3_parte-4,train
Nee_3_parte-5,train
Nee_3_parte-6,dev
Nee_3_parte-7,train
Nee_4_parte-1,train
Nee_4_parte-2,train
Nee_4_parte-3,train
Nee_5_parte-1,train
Nee_5_parte-2,train
Nee_5_parte-3,train
Nee_6_parte-1,train
Nee_6_parte-2,train
Nee_6_parte-3,train
Nee_7_parte-1,train
Nee_7_parte-2,dev
Nee_7_parte-3,train
Nee_7_parte-4,train
Nee_7_parte-5,test
Nee_7_parte-6,train
Nee_7_parte-7,train
Nee_7_parte-8,train
Nee_7_parte-9,train
Nee_8_parte-1,train
Nee_8_parte-2,train
Nee_8_parte-3,train
Nee_8_parte-4,train
Nee_9_parte-1,train
Nee_9_parte-2,train
Nee_9_parte-3,train
Nee_9_parte-4,train
Nee_9_parte-5,dev
Nee_9_parte-6,train
Nee_9_parte-7,test
Num_10_parte-1,train
Num_10_parte-2,train
Num_10_parte-3,test
Num_10_parte-4,train
Num_10_parte-5,train
Num_10_parte-6,train
Num_10_parte-7,train
Num_10_parte-8,test
Num_11_parte-1,train
Num_11_parte-2,dev
Num_11_parte-3,train
Num_11_parte-4,test
Num_11_parte-5,train
Num_11_parte-6,train
Num_11_parte-7,test
Num_11_parte-8,train
Num_12_parte-1,train
Num_13_parte-1,train
Num_13_parte-2,train
Num_13_parte-3,train
Num_13_parte-4,train
Num_13_parte-5,dev
Num_13_parte-6,train
Num_14_parte-1,train
Num_14_parte-2,train
Num_14_parte-3,train
Num_14_parte-4,train
Num_14_parte-5,train
Num_14_parte-6,train
Num_14_parte-7,train
Num_14_parte-8,train
Num_14_parte-9,train
Num_15_parte-1,train
Num_15_parte-2,train
Num_15_parte-3,train
Num_15_parte-4,test
Num_15_parte-5,train
Num_15_parte-6,train
Num_15_parte-7,train
Num_15_parte-8,train
Num_16_parte-1,test
Num_16_parte-2,dev
Num_16_parte-3,train
Num_16_parte-4,train
Num_16_parte-5,train
Num_16_parte-6,train
Num_16_parte-7,test
Num_16_parte-8,train
Num_17_parte-1,train
Num_17_parte-2,train
Num_18_parte-1,test
Num_18_parte-2,train
Num_18_parte-3,dev
Num_18_parte-4,train
Num_18_parte-5,train
Num_18_parte-6,train
Num_18_parte-7,train
Num_18_parte-8,dev
Num_19_parte-1,train
Num_19_parte-2,train
Num_19_parte-3,train
Num_19_parte-4,train
Num_1_parte-1,dev
Num_1_parte-10,train
Num_1_parte-11,dev
Num_1_parte-12,train
Num_1_parte-13,train
Num_1_parte-2,train
Num_1_parte-3,train
Num_1_parte-4,train
Num_1_parte-5,train
Num_1_parte-6,train
Num_1_parte-7,train
Num_1_parte-8,train
Num_1_parte-9,dev
Num_20_parte-1,train
Num_20_parte-2,train
Num_20_parte-3,test
Num_20_parte-4,train
Num_21_parte-1,train
Num_21_parte-2,train
Num_21_parte-3,train
Num_21_parte-4,test
Num_21_parte-5,train
Num_21_parte-6,test
Num_21_parte-7,train
Num_21_parte-8,train
Num_22_parte-1,test
Num_22_parte-2,train
Num_22_parte-3,train
Num_22_parte-4,train
Num_22_parte-5,train
Num_22_parte-6,train
Num_23_parte-1,train
Num_23_parte-2,train
Num_23_parte-3,train
Num_23_parte-4,train
Num_23_parte-5,train
Num_24_parte-1,train
Num_24_parte-2,train
Num_24_parte-3,train
Num_24_parte-4,dev
Num_24_parte-5,test
Num_25_parte-1,train
Num_25_parte-2,train
Num_25_parte-3,train
Num_26_parte-1,train
Num_26_parte-10,train
Num_26_parte-11,test
Num_26_parte-2,train
Num_26_parte-3,train
Num_26_parte-4,train
Num_26_parte-5,train
Num_26_parte-6,dev
Num_26_parte-7,dev
Num_26_parte-8,train
Num_26_parte-9,train
Num_28_parte-1,train
Num_28_parte-2,train
Num_28_parte-3,train
Num_28_parte-4,train
Num_28_parte-5,train
Num_29_parte-1,train
Num_29_parte-10,test
Num_29_parte-11,train
Num_29_parte-2,train
Num_29_parte-3,train
Num_29_parte-4,train
Num_29_parte-5,train
Num_29_parte-6,train
Num_29_parte-7,train
Num_29_parte-8,train
Num_29_parte-9,train
Num_2_parte-1,test
Num_2_parte-2,train
Num_2_parte-3,dev
Num_2_parte-4,train
Num_2_parte-5,train
Num_30_parte-1,train
Num_30_parte-2,dev
Num_31_parte-1,train
Num_31_parte-2,train
Num_31_parte-3,train
Num_31_parte-4,train
Num_31_parte-5,train
Num_31_parte-6,dev
Num_31_parte-7,test
Num_31_parte-8,train
Num_31_parte-9,train
Num_32_parte-1,train
Num_32_parte-2,train
Num_32_parte-3,train
Num_32_parte-4,train
Num_32_parte-5,train
Num_32_parte-6,train
Num_32_parte-7,dev
Num_33_parte-1,test
Num_33_parte-2,train
Num_33_parte-3,train
Num_33_parte-4,train
Num_33_parte-5,train
Num_33_parte-6,train
Num_33_parte-7,train
Num_33_parte-8,train
Num_34_parte-1,test
Num_34_parte-2,train
Num_34_parte-3,train
Num_34_parte-4,train
Num_34_parte-5,train
Num_35_parte-1,train
Num_35_parte-2,train
Num_35_parte-3,train
Num_35_parte-4,train
Num_35_parte-5,dev
Num_35_parte-6,train
Num_35_parte-7,train
Num_36_parte-1,train
Num_36_parte-2,test
Num_36_parte-3,train
Num_3_parte-1,test
Num_3_parte-10,dev
Num_3_parte-11,train
Num_3_parte-12,train
Num_3_parte-2,train
Num_3_parte-3,train
Num_3_parte-4,train
Num_3_parte-5,train
Num_3_parte-6,train
Num_3_parte-7,test
Num_3_parte-8,train
Num_3_parte-9,train
Num_4_parte-1,test
Num_4_parte-10,test
Num_4_parte-2,train
Num_4_parte-3,train
Num_4_parte-4,train
Num_4_parte-5,test
Num_4_parte-6,dev
Num_4_parte-7,train
Num_4_parte-8,train
Num_4_parte-9,train
Num_5_parte-1,dev
Num_5_parte-2,train
Num_5_parte-3,train
Num_5_parte-4,train
Num_5_parte-5,train
Num_5_parte-6,train
Num_5_parte-7,train
Num_6_parte-1,train
Num_6_parte-2,train
Num_6_parte-3,train
Num_6_parte-4,train
